"","id_A","id_B","protein_A","protein_B","protein_fullname_A","protein_fullname_B","complexID","uniprot_A","uniprot_B","testB","testA"
"183",14607,14595,"smca4_human","ari1a_human","Transcription activator BRG1","AT-rich interactive domain-containing protein 1A","CPX-1209","P51532","O14497","ari1a_human","smca4_human"
"184",14610,14608,"actb_human","smca4_human","Actin, cytoplasmic 1","Transcription activator BRG1","CPX-1209","P60709","P51532","smca4_human","actb_human"
"185",14612,14606,"acl6b_human","smca4_human","Actin-like protein 6B","Transcription activator BRG1","CPX-1209","O94805","P51532","smca4_human","acl6b_human"
"186",14630,14628,"ari1b_human","smca2_human","AT-rich interactive domain-containing protein 1B","Probable global transcription activator SNF2L2","CPX-1210","Q8NFD5","P51531","smca2_human","ari1b_human"
"187",14639,14637,"snf5_human","smrc1_human","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1","SWI/SNF complex subunit SMARCC1","CPX-1210","Q12824","Q92922","smrc1_human","snf5_human"
"188",14642,14627,"acl6b_human","smca2_human","Actin-like protein 6B","Probable global transcription activator SNF2L2","CPX-1210","O94805","P51531","smca2_human","acl6b_human"
"189",14666,14664,"snf5_human","smrc1_human","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1","SWI/SNF complex subunit SMARCC1","CPX-1211","Q12824","Q92922","smrc1_human","snf5_human"
"190",14669,14657,"smca4_human","ari1b_human","Transcription activator BRG1","AT-rich interactive domain-containing protein 1B","CPX-1211","P51532","Q8NFD5","ari1b_human","smca4_human"
"191",14672,14670,"actb_human","smca4_human","Actin, cytoplasmic 1","Transcription activator BRG1","CPX-1211","P60709","P51532","smca4_human","actb_human"
"192",14674,14668,"acl6b_human","smca4_human","Actin-like protein 6B","Transcription activator BRG1","CPX-1211","O94805","P51532","smca4_human","acl6b_human"
"193",9953,9950,"bag6_human","ubl4a_human","Large proline-rich protein BAG6","Ubiquitin-like protein 4A","CPX-132","P46379","P11441","ubl4a_human","bag6_human"
"194",9955,9952,"get4_human","bag6_human","Golgi to ER traffic protein 4 homolog","Large proline-rich protein BAG6","CPX-132","Q7L5D6","P46379","bag6_human","get4_human"
"195",9953,9950,"bag6_human","ubl4a_human","Large proline-rich protein BAG6","Ubiquitin-like protein 4A","CPX-132","P46379","P11441","ubl4a_human","bag6_human"
"196",9955,9952,"get4_human","bag6_human","Golgi to ER traffic protein 4 homolog","Large proline-rich protein BAG6","CPX-132","Q7L5D6","P46379","bag6_human","get4_human"
"197",10857,10855,"asxl1_human","bap1_human","Putative Polycomb group protein ASXL1","Ubiquitin carboxyl-terminal hydrolase BAP1","CPX-414","Q8IXJ9","Q92560","bap1_human","asxl1_human"
"198",10857,10855,"asxl1_human","bap1_human","Putative Polycomb group protein ASXL1","Ubiquitin carboxyl-terminal hydrolase BAP1","CPX-414","Q8IXJ9","Q92560","bap1_human","asxl1_human"
"199",10902,10900,"smca5_human","baz1a_human","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5","Bromodomain adjacent to zinc finger domain protein 1A","CPX-434","O60264","Q9NRL2","baz1a_human","smca5_human"
"200",10894,10892,"baz2a_human","smca5_human","Bromodomain adjacent to zinc finger domain protein 2A","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5","CPX-432","Q9UIF9","O60264","smca5_human","baz2a_human"
"201",14449,14447,"ari1a_human","smca2_human","AT-rich interactive domain-containing protein 1A","Probable global transcription activator SNF2L2","CPX-1203","O14497","P51531","smca2_human","ari1a_human"
"202",14456,14446,"acl6b_human","smca2_human","Actin-like protein 6B","Probable global transcription activator SNF2L2","CPX-1203","O94805","P51531","smca2_human","acl6b_human"
"203",14887,14880,"smca4_human","ari1a_human","Transcription activator BRG1","AT-rich interactive domain-containing protein 1A","CPX-1219","P51532","O14497","ari1a_human","smca4_human"
"204",14890,14888,"actb_human","smca4_human","Actin, cytoplasmic 1","Transcription activator BRG1","CPX-1219","P60709","P51532","smca4_human","actb_human"
"205",14892,14886,"acl6b_human","smca4_human","Actin-like protein 6B","Transcription activator BRG1","CPX-1219","O94805","P51532","smca4_human","acl6b_human"
"206",14907,14905,"ari1b_human","smca2_human","AT-rich interactive domain-containing protein 1B","Probable global transcription activator SNF2L2","CPX-1220","Q8NFD5","P51531","smca2_human","ari1b_human"
"207",14914,14904,"acl6b_human","smca2_human","Actin-like protein 6B","Probable global transcription activator SNF2L2","CPX-1220","O94805","P51531","smca2_human","acl6b_human"
"208",14933,14926,"smca4_human","ari1b_human","Transcription activator BRG1","AT-rich interactive domain-containing protein 1B","CPX-1221","P51532","Q8NFD5","ari1b_human","smca4_human"
"209",14936,14934,"actb_human","smca4_human","Actin, cytoplasmic 1","Transcription activator BRG1","CPX-1221","P60709","P51532","smca4_human","actb_human"
"210",14938,14932,"acl6b_human","smca4_human","Actin-like protein 6B","Transcription activator BRG1","CPX-1221","O94805","P51532","smca4_human","acl6b_human"
"211",16389,16383,"pthb1_human","ttc8_human","Protein PTHB1","Tetratricopeptide repeat protein 8","CPX-1908","Q3SYG4","Q8TAM2","ttc8_human","pthb1_human"
"212",16393,16388,"bbs2_human","pthb1_human","Bardet-Biedl syndrome 2 protein","Protein PTHB1","CPX-1908","Q9BXC9","Q3SYG4","pthb1_human","bbs2_human"
"213",16394,16391,"bbs2_human","bbs7_human","Bardet-Biedl syndrome 2 protein","Bardet-Biedl syndrome 7 protein","CPX-1908","Q9BXC9","Q8IWZ6","bbs7_human","bbs2_human"
"214",16396,16385,"bbs1_human","pthb1_human","Bardet-Biedl syndrome 1 protein","Protein PTHB1","CPX-1908","Q8NFJ9","Q3SYG4","pthb1_human","bbs1_human"
"215",16398,16387,"bbs5_human","pthb1_human","Bardet-Biedl syndrome 5 protein","Protein PTHB1","CPX-1908","Q8N3I7","Q3SYG4","pthb1_human","bbs5_human"
"216",16401,16386,"bbs4_human","pthb1_human","Bardet-Biedl syndrome 4 protein","Protein PTHB1","CPX-1908","Q96RK4","Q3SYG4","pthb1_human","bbs4_human"
"217",16403,16400,"bbip1_human","bbs4_human","BBSome-interacting protein 1","Bardet-Biedl syndrome 4 protein","CPX-1908","A8MTZ0","Q96RK4","bbs4_human","bbip1_human"
"218",16389,16383,"pthb1_human","ttc8_human","Protein PTHB1","Tetratricopeptide repeat protein 8","CPX-1908","Q3SYG4","Q8TAM2","ttc8_human","pthb1_human"
"219",16393,16388,"bbs2_human","pthb1_human","Bardet-Biedl syndrome 2 protein","Protein PTHB1","CPX-1908","Q9BXC9","Q3SYG4","pthb1_human","bbs2_human"
"220",16394,16391,"bbs2_human","bbs7_human","Bardet-Biedl syndrome 2 protein","Bardet-Biedl syndrome 7 protein","CPX-1908","Q9BXC9","Q8IWZ6","bbs7_human","bbs2_human"
"221",16396,16385,"bbs1_human","pthb1_human","Bardet-Biedl syndrome 1 protein","Protein PTHB1","CPX-1908","Q8NFJ9","Q3SYG4","pthb1_human","bbs1_human"
"222",16398,16387,"bbs5_human","pthb1_human","Bardet-Biedl syndrome 5 protein","Protein PTHB1","CPX-1908","Q8N3I7","Q3SYG4","pthb1_human","bbs5_human"
"223",16401,16386,"bbs4_human","pthb1_human","Bardet-Biedl syndrome 4 protein","Protein PTHB1","CPX-1908","Q96RK4","Q3SYG4","pthb1_human","bbs4_human"
"224",16403,16400,"bbip1_human","bbs4_human","BBSome-interacting protein 1","Bardet-Biedl syndrome 4 protein","CPX-1908","A8MTZ0","Q96RK4","bbs4_human","bbip1_human"
"225",10424,10422,"q07817-1","q07817-1","Bcl-2-like protein 1","Bcl-2-like protein 1","CPX-298","q07817","q07817","q07817","q07817"
"226",16573,16571,"bcl2_human","bid_human","Apoptosis regulator Bcl-2","BH3-interacting domain death agonist","CPX-1984","P10415","P55957","bid_human","bcl2_human"
"227",16621,16619,"bid_human","q07817-1","BH3-interacting domain death agonist","Bcl-2-like protein 1","CPX-1991","P55957","q07817","q07817","bid_human"
"228",10448,10446,"bik_human","b2cl2_human","Bcl-2-interacting killer","Bcl-2-like protein 2","CPX-309","Q13323","Q92843","b2cl2_human","bik_human"
"229",11210,11208,"b2l11_human","q07820-1","Bcl-2-like protein 11","Induced myeloid leukemia cell differentiation protein Mcl-1","CPX-481","O43521","q07820","q07820","b2l11_human"
"230",16613,16611,"bcl2_human","b2l11_human","Apoptosis regulator Bcl-2","Bcl-2-like protein 11","CPX-1990","P10415","O43521","b2l11_human","bcl2_human"
"231",16581,16579,"q07817-1","b2l11_human","Bcl-2-like protein 1","Bcl-2-like protein 11","CPX-1985","q07817","O43521","b2l11_human","q07817"
"232",16581,16579,"q07817-1","b2l11_human","Bcl-2-like protein 1","Bcl-2-like protein 11","CPX-1985","q07817","O43521","b2l11_human","q07817"
"233",16581,16579,"q07817-1","b2l11_human","Bcl-2-like protein 1","Bcl-2-like protein 11","CPX-1985","q07817","O43521","b2l11_human","q07817"
"234",16581,16579,"q07817-1","b2l11_human","Bcl-2-like protein 1","Bcl-2-like protein 11","CPX-1985","q07817","O43521","b2l11_human","q07817"
"235",13025,13023,"brca2_human","rad51_human","Breast cancer type 2 susceptibility protein","DNA repair protein RAD51 homolog 1","CPX-955","P51587","Q06609","rad51_human","brca2_human"
"236",13027,13019,"brca1_human","bard1_human","Breast cancer type 1 susceptibility protein","BRCA1-associated RING domain protein 1","CPX-955","P38398","Q99728","bard1_human","brca1_human"
"237",13028,13021,"brca1_human","brcc3_human","Breast cancer type 1 susceptibility protein","Lys-63-specific deubiquitinase BRCC36","CPX-955","P38398","P46736","brcc3_human","brca1_human"
"238",15218,15213,"top3a_human","rmi1_human","DNA topoisomerase 3-alpha","RecQ-mediated genome instability protein 1","CPX-3301","Q13472","Q9H9A7","rmi1_human","top3a_human"
"239",15220,15212,"rmi2_human","rmi1_human","RecQ-mediated genome instability protein 2","RecQ-mediated genome instability protein 1","CPX-3301","Q96E14","Q9H9A7","rmi1_human","rmi2_human"
"240",15222,15217,"magnesium(2+)","top3a_human","Magnesium(2+)","DNA topoisomerase 3-alpha","CPX-3301",NA,"Q13472","top3a_human","magnesium(2+)"
"241",15224,15215,"zinc(2+)","blm_human","zinc(2+)","Bloom syndrome protein","CPX-3301",NA,"P54132","blm_human","zinc(2+)"
"242",11277,11275,"jun_human","jun_human","Transcription factor AP-1","Transcription factor AP-1","CPX-490","P05412","P05412","jun_human","jun_human"
"243",18414,18410,"tnni3_human","tnnt2_human","Troponin I, cardiac muscle","Troponin T, cardiac muscle","CPX-3280","P19429","P45379","tnnt2_human","tnni3_human"
"244",16459,16457,"c1qb_human","c1qa_human","Complement C1q subcomponent subunit B","Complement C1q subcomponent subunit A","CPX-1919","P02746","P02745","c1qa_human","c1qb_human"
"245",13785,13778,"abec1_human","zinc(2+)","C->U-editing enzyme APOBEC-1","zinc(2+)","CPX-1097","P41238",NA,"zinc(2+)","abec1_human"
"246",13788,13782,"abec1_human","roaa_human","C->U-editing enzyme APOBEC-1","Heterogeneous nuclear ribonucleoprotein A/B","CPX-1097","P41238","Q99729","roaa_human","abec1_human"
"247",13792,13787,"o60506-1","abec1_human","Heterogeneous nuclear ribonucleoprotein Q","C->U-editing enzyme APOBEC-1","CPX-1097","o60506","P41238","abec1_human","o60506"
"248",13795,13790,"a1cf_human","o60506-1","APOBEC1 complementation factor","Heterogeneous nuclear ribonucleoprotein Q","CPX-1097","Q9NQ94","o60506","o60506","a1cf_human"
"249",13796,13786,"a1cf_human","abec1_human","APOBEC1 complementation factor","C->U-editing enzyme APOBEC-1","CPX-1097","Q9NQ94","P41238","abec1_human","a1cf_human"
"250",13798,13780,"abec1_human","zinc(2+)","C->U-editing enzyme APOBEC-1","zinc(2+)","CPX-1097","P41238",NA,"zinc(2+)","abec1_human"
"251",13799,13794,"abec1_human","a1cf_human","C->U-editing enzyme APOBEC-1","APOBEC1 complementation factor","CPX-1097","P41238","Q9NQ94","a1cf_human","abec1_human"
"252",13800,13791,"abec1_human","o60506-1","C->U-editing enzyme APOBEC-1","Heterogeneous nuclear ribonucleoprotein Q","CPX-1097","P41238","o60506","o60506","abec1_human"
"253",13801,13783,"abec1_human","roaa_human","C->U-editing enzyme APOBEC-1","Heterogeneous nuclear ribonucleoprotein A/B","CPX-1097","P41238","Q99729","roaa_human","abec1_human"
"254",13085,13083,"p01024-pro_0000005908","p01024-pro_0000005911","Complement C3 beta chain","Complement C3b alpha' chain","CPX-973","P01024","P01024","p01024","p01024"
"255",15750,15748,"q96lt7-1","smcr8_human","Guanine nucleotide exchange C9orf72","Guanine nucleotide exchange protein SMCR8","CPX-3961","q96lt7","Q8TEV9","smcr8_human","q96lt7"
"256",11518,11514,"rbbp4_human","caf1a_human","Histone-binding protein RBBP4","Chromatin assembly factor 1 subunit A","CPX-569","Q09028","Q13111","caf1a_human","rbbp4_human"
"257",11520,11515,"caf1b_human","caf1a_human","Chromatin assembly factor 1 subunit B","Chromatin assembly factor 1 subunit A","CPX-569","Q13112","Q13111","caf1a_human","caf1b_human"
"258",11521,11517,"caf1b_human","rbbp4_human","Chromatin assembly factor 1 subunit B","Histone-binding protein RBBP4","CPX-569","Q13112","Q09028","rbbp4_human","caf1b_human"
"259",11518,11514,"rbbp4_human","caf1a_human","Histone-binding protein RBBP4","Chromatin assembly factor 1 subunit A","CPX-569","Q09028","Q13111","caf1a_human","rbbp4_human"
"260",11520,11515,"caf1b_human","caf1a_human","Chromatin assembly factor 1 subunit B","Chromatin assembly factor 1 subunit A","CPX-569","Q13112","Q13111","caf1a_human","caf1b_human"
"261",11521,11517,"caf1b_human","rbbp4_human","Chromatin assembly factor 1 subunit B","Histone-binding protein RBBP4","CPX-569","Q13112","Q09028","rbbp4_human","caf1b_human"
"262",12043,12034,"canb1_human","calcium(2+)","Calcineurin subunit B type 1",NA,"CPX-674","P63098",NA,"calcium(2+)","canb1_human"
"263",12049,12038,"pp2ba_human","iron(3+)","Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform","iron(3+)","CPX-674","Q08209",NA,"iron(3+)","pp2ba_human"
"264",12050,12036,"pp2ba_human","zinc(2+)","Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform","zinc(2+)","CPX-674","Q08209",NA,"zinc(2+)","pp2ba_human"
"265",12051,12042,"pp2ba_human","canb1_human","Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform","Calcineurin subunit B type 1","CPX-674","Q08209","P63098","canb1_human","pp2ba_human"
"266",12052,12040,"pp2ba_human","akap5_human","Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform","A-kinase anchor protein 5","CPX-674","Q08209","P24588","akap5_human","pp2ba_human"
"267",12054,12046,"calcium(2+)","canb1_human",NA,"Calcineurin subunit B type 1","CPX-674",NA,"P63098","canb1_human","calcium(2+)"
"268",12056,12045,"calcium(2+)","canb1_human",NA,"Calcineurin subunit B type 1","CPX-674",NA,"P63098","canb1_human","calcium(2+)"
"269",12058,12044,"calcium(2+)","canb1_human",NA,"Calcineurin subunit B type 1","CPX-674",NA,"P63098","canb1_human","calcium(2+)"
"270",12068,12066,"calm_human","calcium(2+)","Calmodulin",NA,"CPX-674","P0DP23",NA,"calcium(2+)","calm_human"
"271",12069,12064,"calm_human","calcium(2+)","Calmodulin",NA,"CPX-674","P0DP23",NA,"calcium(2+)","calm_human"
"272",12070,12048,"calm_human","pp2ba_human","Calmodulin","Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform","CPX-674","P0DP23","Q08209","pp2ba_human","calm_human"
"273",12071,12062,"calm_human","calcium(2+)","Calmodulin",NA,"CPX-674","P0DP23",NA,"calcium(2+)","calm_human"
"274",12072,12060,"calm_human","calcium(2+)","Calmodulin",NA,"CPX-674","P0DP23",NA,"calcium(2+)","calm_human"
"275",13895,13883,"canb2_human","calcium(2+)","Calcineurin subunit B type 2",NA,"CPX-1114","Q96LZ3",NA,"calcium(2+)","canb2_human"
"276",13898,13887,"pp2ba_human","iron(3+)","Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform","iron(3+)","CPX-1114","Q08209",NA,"iron(3+)","pp2ba_human"
"277",13899,13885,"pp2ba_human","zinc(2+)","Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform","zinc(2+)","CPX-1114","Q08209",NA,"zinc(2+)","pp2ba_human"
"278",13900,13891,"pp2ba_human","canb2_human","Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform","Calcineurin subunit B type 2","CPX-1114","Q08209","Q96LZ3","canb2_human","pp2ba_human"
"279",13901,13889,"pp2ba_human","akap5_human","Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform","A-kinase anchor protein 5","CPX-1114","Q08209","P24588","akap5_human","pp2ba_human"
"280",13903,13894,"calcium(2+)","canb2_human",NA,"Calcineurin subunit B type 2","CPX-1114",NA,"Q96LZ3","canb2_human","calcium(2+)"
"281",13905,13893,"calcium(2+)","canb2_human",NA,"Calcineurin subunit B type 2","CPX-1114",NA,"Q96LZ3","canb2_human","calcium(2+)"
"282",13907,13892,"calcium(2+)","canb2_human",NA,"Calcineurin subunit B type 2","CPX-1114",NA,"Q96LZ3","canb2_human","calcium(2+)"
"283",13917,13915,"calm_human","calcium(2+)","Calmodulin",NA,"CPX-1114","P0DP23",NA,"calcium(2+)","calm_human"
"284",13918,13913,"calm_human","calcium(2+)","Calmodulin",NA,"CPX-1114","P0DP23",NA,"calcium(2+)","calm_human"
"285",13919,13897,"calm_human","pp2ba_human","Calmodulin","Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform","CPX-1114","P0DP23","Q08209","pp2ba_human","calm_human"
"286",13920,13911,"calm_human","calcium(2+)","Calmodulin",NA,"CPX-1114","P0DP23",NA,"calcium(2+)","calm_human"
